studentid,name,age,gender,degree_branch,ethnicity,parentaleducation,studytimeweekly,absences,tutoring,parentalsupport,extracurricular,sports,music,volunteering,gpa,gradeclass,at_risk
5035,Manish Patil,17.0,0,BHM - Hotel Management,0,2,9.0,22.0,1,1,1,0,1,1,3.810776725,0,0
5036,Rohan Deshmukh,17.0,0,BE - Electronics & Communication,2,3,6.0,24.0,1,2,1,1,0,1,3.23690949,1,0
5037,Aditya Khan,16.0,1,BCA,3,3,17.0,16.0,1,3,1,0,1,1,3.884343238,0,0
5038,Aaradhya Pawar,18.0,1,B.Tech - Information Technology,1,2,11.0,4.0,0,1,1,1,0,0,3.23425762,1,0
5039,Rahul Deshmukh,18.0,0,BBA,1,3,1.0,18.0,0,2,0,1,0,0,2.294988297,3,1
5040,Rohan Khan,17.0,1,BE - Civil,2,3,17.0,2.0,0,0,0,0,0,0,3.94902249,0,1
5041,Vikas Deshmukh,18.0,0,BE - Chemical,2,0,20.0,10.0,1,2,1,0,1,0,4.0,0,0
5042,Meera Reddy,18.0,1,BJMC - Journalism & Mass Communication,0,2,6.0,1.0,1,4,0,0,0,0,3.322005545,1,0
5043,Sahil Pawar,17.0,1,B.Tech - Electronics & Communication,2,3,19.0,21.0,0,3,1,0,1,0,3.038096256,1,0
5044,Sanjana Pawar,18.0,0,BArch,0,2,11.0,13.0,0,2,1,1,0,0,4.0,0,0
5045,Aaradhya Patil,17.0,1,BVoc - Retail Management,0,3,19.0,5.0,1,1,1,1,1,1,4.0,0,0
5046,Kavya Patil,15.0,0,BPharm,0,2,13.0,18.0,0,1,1,0,0,0,4.0,0,0
5047,Aditya Sharma,16.0,1,BCA,1,4,9.0,0.0,0,0,0,0,0,0,3.481600212,1,1
5048,Manish Khan,16.0,1,BCA,3,0,8.0,6.0,1,3,0,1,0,0,4.0,0,0
5049,Ishan Deshmukh,18.0,0,BFSc - Fisheries,1,2,14.0,1.0,0,0,0,0,0,0,3.591653072,0,1
5050,Priya Joshi,18.0,0,BA - Political Science,3,0,19.0,23.0,0,2,0,0,0,1,3.52991356,0,0
5051,Sneha Patil,18.0,0,BE - Information Technology,0,1,9.0,18.0,0,3,1,0,1,0,2.678214083,2,0
5052,Priya Malode,16.0,1,BSc - Information Technology,2,2,18.0,0.0,1,3,0,0,1,1,3.599018223,0,0
5053,Vikas Patil,15.0,1,BFSc - Fisheries,2,1,18.0,25.0,0,3,1,0,0,0,4.0,0,0
5054,Nisha Reddy,15.0,0,BE - Chemical,1,4,11.0,8.0,0,3,0,1,0,0,4.0,0,0
5055,Kunal Patil,16.0,1,BBA,1,4,11.0,20.0,0,0,1,0,0,0,3.0951194,1,1
5056,Kunal Malode,15.0,1,BE - Civil,1,1,8.0,16.0,0,1,1,0,1,0,2.614507897,2,0
5057,Pooja Gupta,16.0,0,B.Tech - Electronics & Communication,2,3,19.0,9.0,0,2,1,0,0,0,4.0,0,0
5058,Meera Deshmukh,15.0,0,BSc - Mathematics,2,2,3.0,26.0,0,2,1,0,0,0,3.213495833,1,1
5059,Arjun Deshmukh,17.0,1,BE - Electrical,0,3,0.0,5.0,0,0,0,0,0,0,2.209616733,3,1
5060,Nisha Gupta,17.0,1,BSc Forestry,2,3,15.0,25.0,1,3,1,0,0,0,3.046681344,1,0
5061,Kunal Yadav,16.0,0,BE - Electronics & Communication,0,0,0.0,2.0,1,3,1,0,0,1,2.398413091,3,1
5062,Nisha Joshi,15.0,0,BE - Electronics & Communication,0,3,12.0,26.0,1,2,1,1,0,0,3.334004925,1,1
5063,Vikas Khan,18.0,0,BA - Economics,2,3,2.0,30.0,1,0,1,1,1,1,2.402792451,3,1
5064,Nisha Deshmukh,15.0,1,BSc - Chemistry,0,2,11.0,19.0,0,3,0,1,1,0,2.607777894,2,0
5065,Nisha Joshi,17.0,0,BA - History,2,4,8.0,23.0,1,2,1,1,1,0,2.738653179,2,0
5066,Manish Joshi,17.0,0,BE - Chemical,0,4,3.0,14.0,1,2,1,1,0,0,3.958441134,0,1
5067,Pooja Malode,15.0,1,BSc - Mathematics,0,2,1.0,20.0,0,3,0,1,1,0,3.047987177,1,1
5068,Kavya Yadav,15.0,1,BSc Environmental Science,0,3,8.0,27.0,0,2,0,1,1,0,3.515999192,0,1
5069,Ishan Patil,18.0,0,BSc Microbiology,0,4,19.0,21.0,0,1,1,1,0,0,4.0,0,0
5070,Meera Pawar,18.0,0,BE - Chemical,2,1,12.0,25.0,0,2,1,0,1,0,3.941318911,0,0
5071,Sneha Khan,15.0,1,BSc Agriculture,0,1,13.0,19.0,0,4,1,1,1,0,2.613081389,2,0
5072,Sanjana Sharma,15.0,0,BVoc - Retail Management,0,1,2.0,5.0,0,4,0,0,1,0,2.874941732,2,1
5073,Pooja Joshi,15.0,0,BE - Biomedical,0,4,17.0,2.0,1,4,0,1,1,0,4.0,0,0
5074,Pooja Deshmukh,15.0,1,BE - Civil,0,3,8.0,9.0,1,2,1,1,1,0,3.760195313,0,0
5075,Sahil Sharma,16.0,0,BArch,2,1,14.0,11.0,0,3,0,1,1,0,3.886253468,0,0
5076,Aditya Malode,15.0,1,BSW,0,4,9.0,0.0,0,4,0,1,0,0,3.342212331,1,0
5077,Kunal Patil,18.0,1,BCA,1,3,16.0,21.0,0,2,0,0,1,1,2.755607891,2,0
5078,Rohan Gupta,17.0,0,BOT - Occupational Therapy,3,4,12.0,29.0,1,2,0,1,1,0,2.904823549,2,1
5079,Vikas Yadav,16.0,0,BSc Agriculture,1,0,0.0,28.0,0,3,1,1,0,1,2.01123872,3,1
5080,Meera Khan,15.0,1,BE - Aerospace,2,2,10.0,15.0,1,4,0,1,0,0,4.0,0,0
5081,Rahul Khan,17.0,1,BPharm,0,3,4.0,16.0,0,4,1,0,0,0,4.0,0,1
5082,Pooja Sharma,16.0,1,BSc - Physics,0,2,8.0,9.0,0,2,1,0,1,1,2.606705439,2,0
5083,Meera Khan,17.0,1,BSc Forestry,2,3,6.0,11.0,1,4,1,0,0,1,3.930187595,0,0
5084,Pooja Pawar,15.0,0,B.Tech - Information Technology,2,3,6.0,18.0,0,2,1,0,0,0,2.466455872,3,1
5085,Sneha Yadav,15.0,1,BSc Nursing,1,2,1.0,27.0,1,2,1,0,0,0,3.024864275,1,1
5086,Kunal Pawar,18.0,0,BSc Horticulture,1,3,18.0,7.0,0,4,1,0,1,0,4.0,0,0
5087,Ishan Patil,15.0,0,BE - Biomedical,0,1,19.0,22.0,1,4,0,1,1,0,2.886333822,2,0
5088,Meera Malode,15.0,0,BSc - Biotechnology,0,1,17.0,7.0,0,3,0,1,0,0,4.0,0,0
5089,Rahul Sharma,16.0,0,BOT - Occupational Therapy,2,0,9.0,9.0,0,4,1,1,0,1,4.0,0,0
5090,Aditya Pawar,18.0,1,BVoc - Retail Management,1,2,4.0,9.0,0,3,0,0,1,1,2.662604807,2,1
5091,Rohan Joshi,16.0,0,BPharm,0,2,15.0,17.0,0,2,0,0,0,1,2.671135331,2,0
5092,Vikas Reddy,17.0,0,B.Tech - Information Technology,2,3,4.0,9.0,0,4,1,0,0,0,3.513649076,0,1
5093,Aaradhya Deshmukh,15.0,0,BE - Electrical,0,3,14.0,6.0,1,4,1,0,1,0,4.0,0,0
5094,Sahil Gupta,17.0,1,BE - Electronics & Communication,0,2,15.0,29.0,1,2,1,1,0,0,4.0,0,1
5095,Ishan Khan,16.0,1,BE - Chemical,2,3,3.0,3.0,0,2,1,0,0,0,3.212171795,1,1
5096,Aaradhya Yadav,15.0,0,BSc Microbiology,2,0,13.0,0.0,0,2,0,0,1,0,3.677099037,0,0
5097,Priya Patil,15.0,0,BE - Information Technology,1,1,16.0,10.0,1,4,1,0,0,0,4.0,0,0
5098,Sanjana Khan,16.0,0,BJMC - Journalism & Mass Communication,0,3,16.0,18.0,0,3,1,1,0,0,2.764855964,2,0
5099,Sahil Malode,16.0,1,BSc Forestry,0,3,20.0,4.0,1,4,0,0,0,1,3.494086679,1,0
5100,Vikas Khan,16.0,1,BSc - Mathematics,1,3,15.0,29.0,1,2,1,1,1,1,3.239835598,1,1
5101,Kavya Joshi,16.0,1,BSc - Physics,0,2,8.0,25.0,1,3,1,1,0,1,2.27806315,3,1
5102,Amit Joshi,16.0,1,BSc - Information Technology,2,3,1.0,7.0,0,4,0,1,0,1,4.0,0,1
5103,Vikas Joshi,15.0,0,BA - Economics,3,3,10.0,1.0,1,1,0,0,0,1,3.978482495,0,0
5104,Kavya Patil,16.0,1,BE - Chemical,2,4,14.0,1.0,0,3,1,0,0,0,4.0,0,0
5105,Rohan Gupta,15.0,1,B.Tech - Mechanical,0,1,2.0,23.0,0,2,1,0,1,0,2.117745528,3,1
5106,Ishan Deshmukh,15.0,0,B.Tech - Electrical,2,2,15.0,13.0,0,3,1,0,1,0,3.698052663,0,0
5107,Priya Khan,16.0,0,BSc Agriculture,0,3,20.0,8.0,0,3,0,1,1,0,3.327692392,1,0
5108,Sanjana Sharma,16.0,1,BE - Electrical,0,4,18.0,9.0,0,4,1,1,0,1,3.486207339,1,0
5109,Manish Pawar,18.0,1,B.Tech - Mechanical,0,1,5.0,12.0,1,2,0,0,0,0,3.32641767,1,0
5110,Rahul Gupta,15.0,0,BFA,0,2,13.0,28.0,0,1,1,0,1,0,2.519825069,2,1
5111,Nisha Reddy,16.0,1,BPT - Physiotherapy,3,1,4.0,0.0,0,4,1,1,0,0,4.0,0,1
5112,Aditya Yadav,16.0,1,BPT - Physiotherapy,0,2,4.0,13.0,1,2,1,1,0,0,4.0,0,1
5113,Aditya Yadav,16.0,0,BSc Forestry,0,1,5.0,1.0,1,2,1,1,0,0,2.577853372,2,0
5114,Priya Yadav,18.0,0,BPT - Physiotherapy,3,0,17.0,30.0,0,2,1,0,1,1,3.718197639,0,1
5115,Anita Khan,18.0,0,BA - English,0,2,17.0,3.0,1,0,0,1,1,0,3.090671652,1,1
5116,Aaradhya Patil,17.0,1,BSc Environmental Science,2,1,18.0,27.0,1,3,1,0,0,0,3.689245889,0,1
5117,Priya Reddy,15.0,0,BFSc - Fisheries,0,1,1.0,18.0,0,3,1,0,1,0,2.316967096,3,1
5118,Nisha Reddy,17.0,0,BCA (Hons),0,1,16.0,0.0,1,3,1,0,1,0,4.0,0,0
5119,Sneha Deshmukh,16.0,1,BVoc - Food Processing,3,0,0.0,3.0,0,3,1,1,0,0,4.0,0,1
5120,Sneha Yadav,18.0,1,BA - History,0,4,8.0,10.0,1,2,1,0,0,0,3.640795837,0,0
5121,Aditya Khan,18.0,0,B.Tech - Information Technology,1,2,12.0,12.0,0,2,1,0,0,0,2.842033199,2,0
5122,Aditya Yadav,17.0,0,BArch,0,3,3.0,26.0,0,4,1,1,1,0,3.385362548,1,1
5123,Rahul Patil,18.0,1,BPT - Physiotherapy,0,2,4.0,17.0,0,2,0,1,0,0,2.93059604,2,1
5124,Vikas Khan,16.0,1,BCom (Hons),0,4,17.0,9.0,0,1,0,0,0,0,3.903126306,0,0
5125,Nisha Joshi,18.0,1,B.Tech - Computer Science,0,2,9.0,4.0,0,3,1,1,1,1,4.0,0,0
5126,Rahul Malode,17.0,0,BSc Horticulture,0,2,3.0,0.0,1,2,0,0,0,0,3.282664004,1,1
5127,Rohan Joshi,16.0,1,BSc - Computer Science,2,2,12.0,13.0,0,1,1,0,0,1,2.375477968,3,1
5128,Meera Yadav,17.0,1,BA - English,0,3,12.0,15.0,0,0,0,1,1,1,2.878343282,2,1
5129,Arjun Patil,18.0,1,BSc Agriculture,0,2,16.0,23.0,0,4,0,0,0,0,3.337252345,1,0
5130,Vikas Khan,17.0,1,BE - Mechanical,0,1,7.0,25.0,1,2,1,1,0,1,2.683850868,2,0
5131,Kavya Khan,17.0,0,B.Tech - Mechanical,3,1,3.0,17.0,1,1,1,0,0,0,3.552109813,0,1
5132,Aditya Patil,15.0,0,BCom,3,3,2.0,26.0,1,3,1,1,1,0,2.434704434,3,1
5133,Sanjana Deshmukh,18.0,1,BSc - Mathematics,2,2,10.0,2.0,1,4,1,1,0,0,3.822674648,0,0
5134,Sahil Joshi,18.0,1,BE - Information Technology,2,0,11.0,2.0,0,2,1,0,0,0,2.863206679,2,0
5135,Priya Joshi,17.0,1,B.Tech - Mechanical,0,2,8.0,3.0,1,0,0,0,0,0,3.843715682,0,1
5136,Vikas Deshmukh,15.0,0,BCom,0,2,14.0,6.0,0,2,1,1,0,0,3.200837527,1,0
5137,Priya Malode,18.0,1,BSc Nursing,1,3,12.0,12.0,1,1,1,0,0,0,2.960023094,2,0
5138,Riya Sharma,16.0,1,BPT - Physiotherapy,1,0,4.0,8.0,0,3,0,0,0,1,3.433708329,1,1
5139,Arjun Joshi,17.0,0,BE - Civil,0,1,4.0,2.0,1,2,1,1,0,0,4.0,0,1
5140,Priya Reddy,18.0,0,BArch,0,3,18.0,16.0,0,2,0,0,0,0,3.440289358,1,0
5141,Rahul Joshi,16.0,1,BCA,3,3,10.0,14.0,0,3,0,0,1,1,3.034315063,1,0
5142,Pooja Malode,18.0,1,BSc - Chemistry,2,1,8.0,26.0,0,3,1,1,1,0,2.04241254,3,1
5143,Amit Malode,16.0,1,BA - Economics,0,3,2.0,9.0,0,4,1,1,0,0,3.85474774,0,1
5144,Nisha Deshmukh,17.0,1,BE - Chemical,2,2,17.0,14.0,0,3,0,1,0,0,3.252574929,1,0
5145,Nisha Khan,18.0,0,BSc - Mathematics,0,2,12.0,0.0,0,2,1,1,0,0,4.0,0,0
5146,Manish Pawar,18.0,0,BSW,0,4,11.0,27.0,1,4,0,0,1,0,2.804530908,2,1
5147,Sanjana Malode,15.0,1,BSc - Biotechnology,0,4,8.0,26.0,0,1,1,1,1,1,2.0,3,1
5148,Riya Reddy,17.0,1,BSc - Chemistry,0,2,9.0,21.0,0,1,1,1,1,0,2.966423219,2,0
5149,Anita Deshmukh,16.0,1,BDes,0,1,12.0,20.0,1,3,1,0,0,1,4.0,0,0
5150,Manish Sharma,18.0,1,BVoc - Retail Management,2,1,19.0,9.0,0,2,1,1,0,1,3.351182056,1,0
5151,Aditya Deshmukh,18.0,0,BE - Environmental,0,0,19.0,6.0,1,2,1,0,0,0,3.427840266,1,0
5152,Meera Patil,16.0,1,BSc Microbiology,1,0,12.0,6.0,0,4,1,1,0,0,3.23956928,1,0
5153,Kunal Deshmukh,17.0,0,BBA,0,2,8.0,2.0,0,3,1,1,0,1,4.0,0,0
5154,Vikas Sharma,15.0,0,BSc Environmental Science,0,4,9.0,6.0,0,4,0,0,0,0,3.404794086,1,0
5155,Ishan Reddy,15.0,0,BE - Civil,2,4,18.0,8.0,0,4,1,0,1,1,3.622121659,0,0
5156,Rahul Yadav,18.0,0,BCA (Hons),1,2,5.0,7.0,1,1,1,0,1,0,2.965395086,2,0
5157,Sahil Joshi,16.0,0,BJMC - Journalism & Mass Communication,3,2,6.0,2.0,0,3,1,0,0,1,3.208191778,1,0
5158,Aditya Gupta,18.0,0,BE - Civil,3,0,14.0,25.0,1,4,1,0,1,0,3.587554167,0,0
5159,Anita Gupta,16.0,0,BCA,0,1,18.0,4.0,0,2,1,1,1,1,3.296667079,1,0
5160,Pooja Sharma,15.0,0,B.Tech - Civil,0,0,13.0,12.0,1,3,1,1,0,0,3.757442769,0,0
5161,Kavya Malode,17.0,1,B.Tech - Information Technology,2,3,15.0,12.0,1,3,0,1,1,0,3.413496577,1,0
5162,Priya Reddy,16.0,0,BE - Computer Science,3,1,13.0,29.0,0,1,1,0,0,0,3.79526297,0,1
5163,Kunal Malode,15.0,0,BE - Mechanical,1,4,19.0,7.0,1,1,1,0,0,0,3.833632938,0,0
5164,Meera Reddy,18.0,1,BSc - Computer Science,2,3,1.0,17.0,0,2,1,0,1,0,2.0,3,1
5165,Ishan Sharma,16.0,1,BCom (Hons),2,1,8.0,29.0,0,2,1,0,1,0,3.64721779,0,1
5166,Sanjana Joshi,17.0,1,BA - English,0,1,2.0,29.0,1,2,1,0,1,1,3.455000272,1,1
5167,Anita Pawar,18.0,0,BSc Nursing,1,3,5.0,6.0,0,4,1,1,0,0,2.870988635,2,0
5168,Kavya Joshi,18.0,1,BHM - Hotel Management,2,4,4.0,26.0,0,1,1,1,0,0,3.202848956,1,1
5169,Rahul Deshmukh,15.0,0,BCom (Hons),1,3,13.0,9.0,0,2,1,1,0,0,4.0,0,0
5170,Priya Gupta,16.0,0,BSc Environmental Science,0,1,14.0,9.0,1,2,1,0,0,1,3.49119287,1,0
5171,Rohan Malode,18.0,0,BSc - Biotechnology,0,2,17.0,22.0,1,4,1,1,0,0,3.059001034,1,0
5172,Aaradhya Sharma,17.0,1,BSc - Information Technology,0,1,16.0,10.0,1,2,1,0,0,0,4.0,0,0
5173,Kunal Reddy,16.0,0,BFSc - Fisheries,0,4,8.0,11.0,0,3,1,0,0,0,2.476612178,3,1
5174,Kunal Reddy,17.0,0,BSc - Computer Science,3,3,18.0,29.0,1,3,0,1,1,1,3.668814958,0,1
5175,Aditya Sharma,18.0,0,BE - Electrical,0,3,8.0,12.0,1,3,1,0,0,0,3.173950191,1,0
5176,Aditya Patil,17.0,1,BSc Nursing,0,2,15.0,7.0,0,1,0,0,0,0,3.83205349,0,0
5177,Aaradhya Sharma,15.0,1,BDes,0,3,5.0,16.0,0,1,1,0,0,1,3.497695021,1,0
5178,Vikas Patil,17.0,0,BDes,1,1,7.0,23.0,1,1,0,0,1,0,3.51747643,0,0
5179,Meera Gupta,16.0,1,BOT - Occupational Therapy,1,0,2.0,13.0,1,0,0,0,0,1,3.806934617,0,1
5180,Sanjana Joshi,17.0,1,BE - Biomedical,0,2,4.0,16.0,0,2,1,1,0,0,3.250450696,1,1
5181,Kunal Gupta,17.0,1,B.Tech - Electrical,0,4,6.0,18.0,1,3,1,1,0,0,2.656928142,2,0
5182,Manish Reddy,15.0,0,BE - Electrical,0,3,0.0,15.0,0,1,1,1,0,0,2.252204657,3,1
5183,Arjun Joshi,17.0,1,BA - History,1,0,20.0,8.0,1,1,0,0,0,1,3.83229016,0,0
5184,Meera Malode,17.0,0,BE - Electrical,0,4,3.0,19.0,0,3,1,1,0,0,3.626941248,0,1
5185,Kunal Patil,18.0,1,BCom (Hons),3,1,15.0,9.0,0,1,1,1,0,0,3.363710053,1,0
5186,Amit Reddy,18.0,0,B.Tech - Information Technology,0,1,13.0,28.0,0,1,1,0,1,0,3.336539906,1,1
5187,Sahil Yadav,16.0,0,BE - Biomedical,0,1,0.0,8.0,1,4,1,0,0,0,2.40017551,3,1
5188,Priya Malode,18.0,0,BDes,2,2,3.0,0.0,0,0,0,0,0,0,3.01011595,1,1
5189,Rohan Gupta,18.0,1,BA - Economics,0,2,9.0,23.0,1,2,1,1,0,1,2.444052251,3,1
5190,Anita Reddy,18.0,0,BSc - Computer Science,1,2,10.0,2.0,0,0,1,1,0,0,4.0,0,1
5191,Aditya Gupta,18.0,1,BJMC - Journalism & Mass Communication,0,3,6.0,10.0,1,4,1,1,1,0,4.0,0,0
5192,Sahil Sharma,15.0,0,BSc Nursing,1,1,3.0,6.0,0,3,0,0,0,0,2.547481494,2,1
5193,Kavya Pawar,18.0,1,BSc Microbiology,2,3,0.0,17.0,0,0,1,0,0,0,2.343702681,3,1
5194,Rahul Gupta,15.0,1,BSc Agriculture,3,1,0.0,12.0,0,3,0,0,0,1,2.101183439,3,1
5195,Amit Joshi,15.0,1,BVoc - Retail Management,0,3,16.0,22.0,0,1,0,0,0,0,3.733117363,0,0
5196,Aditya Gupta,18.0,1,BSc Agriculture,0,3,9.0,22.0,1,2,0,0,1,1,2.472731059,3,1
5197,Sahil Deshmukh,17.0,1,BE - Civil,0,3,4.0,24.0,0,3,1,1,1,1,3.438667958,1,1
5198,Riya Reddy,15.0,0,BA - History,3,2,6.0,17.0,0,1,0,0,0,1,2.038045304,3,1
5199,Manish Khan,17.0,1,BFSc - Fisheries,3,3,7.0,15.0,0,2,1,0,1,0,3.295914906,1,0
5200,Riya Patil,17.0,0,BSc - Information Technology,0,0,1.0,23.0,0,2,1,0,0,1,2.826402417,2,1
5201,Rohan Reddy,18.0,1,BSc Forestry,0,4,8.0,15.0,0,4,1,1,0,1,3.068669473,1,0
5202,Priya Yadav,16.0,1,B.Tech - Mechanical,0,0,3.0,20.0,0,4,1,1,0,0,2.328416446,3,1
5203,Manish Reddy,18.0,0,BE - Mechanical,0,1,11.0,9.0,0,3,0,1,0,0,3.22765839,1,0
5204,Sahil Sharma,16.0,0,B.Tech - Mechanical,0,2,10.0,8.0,0,4,1,0,0,0,3.701023512,0,0
5205,Aaradhya Malode,16.0,0,BE - Electrical,0,3,4.0,7.0,0,3,1,0,0,1,4.0,0,1
5206,Manish Deshmukh,18.0,1,BSc - Information Technology,1,0,11.0,18.0,0,4,0,0,1,0,3.303883669,1,0
5207,Aaradhya Deshmukh,18.0,1,BE - Information Technology,3,4,20.0,2.0,0,2,1,1,0,0,3.568763674,0,0
5208,Kavya Reddy,16.0,1,BPharm - Pharmaceutical Sciences,3,4,3.0,26.0,1,3,0,0,0,0,2.0,3,1
5209,Meera Patil,18.0,1,BOT - Occupational Therapy,0,3,12.0,27.0,1,4,0,1,1,0,2.306458864,3,1
5210,Pooja Reddy,16.0,1,BPT - Physiotherapy,1,2,0.0,25.0,0,4,0,1,1,0,2.483475971,3,1
5211,Kavya Patil,17.0,0,BE - Mechanical,2,3,17.0,23.0,0,0,1,0,0,1,2.802618609,2,1
5212,Ishan Joshi,18.0,0,BA - History,0,1,3.0,8.0,0,1,1,0,0,0,2.290163861,3,1
5213,Rohan Gupta,17.0,1,BVoc - Food Processing,1,2,3.0,1.0,1,4,1,1,0,1,3.014350809,1,1
5214,Sanjana Sharma,15.0,1,BSc Horticulture,0,4,7.0,18.0,0,3,0,0,0,0,2.809811973,2,0
5215,Meera Joshi,17.0,1,BVoc - Food Processing,0,4,19.0,29.0,1,4,0,0,0,1,3.95326031,0,1
5216,Arjun Malode,17.0,0,BSc Horticulture,0,4,5.0,29.0,0,3,1,1,0,0,2.949175903,2,1
5217,Arjun Khan,16.0,0,BE - Environmental,0,1,3.0,7.0,1,4,1,1,0,0,2.649910661,2,1
5218,Rahul Malode,17.0,0,BE - Information Technology,1,1,3.0,17.0,0,2,0,1,1,1,2.126053107,3,1
5219,Sanjana Yadav,18.0,0,BCA,0,1,10.0,7.0,0,2,0,0,0,1,4.0,0,0
5220,Rohan Gupta,16.0,0,BHM - Hotel Management,0,2,8.0,4.0,0,3,0,1,0,0,2.722162505,2,0
5221,Riya Yadav,15.0,1,BE - Chemical,0,1,13.0,5.0,0,4,1,0,0,0,3.347745568,1,0
5222,Sahil Reddy,18.0,0,BFSc - Fisheries,2,2,3.0,29.0,1,3,1,0,0,0,2.365884359,3,1
5223,Sneha Yadav,15.0,1,BCA,0,3,12.0,9.0,1,2,1,1,0,1,3.140238136,1,0
5224,Pooja Reddy,17.0,0,BE - Aerospace,1,3,5.0,14.0,0,3,0,1,0,0,2.711676674,2,0
5225,Sanjana Reddy,18.0,1,BCom,1,3,12.0,27.0,0,3,0,0,0,0,3.545480848,0,1
5226,Aaradhya Malode,18.0,0,BSc - Physics,0,3,2.0,3.0,1,4,0,0,1,0,2.700026281,2,1
5227,Vikas Yadav,15.0,0,BArch,0,0,6.0,2.0,0,2,1,1,1,0,3.194466802,1,0
5228,Arjun Malode,18.0,0,BArch,2,0,0.0,23.0,0,1,1,0,0,0,2.683458581,2,1
5229,Kavya Khan,18.0,1,BSc Forestry,0,3,10.0,8.0,0,2,0,1,0,0,2.557681905,2,0
5230,Manish Pawar,18.0,1,B.Tech - Civil,0,2,1.0,30.0,0,2,0,1,0,0,2.0,3,1
5231,Pooja Malode,17.0,0,BE - Aerospace,2,2,4.0,15.0,1,4,1,1,0,0,3.297134975,1,1
5232,Sahil Sharma,15.0,0,BSc - Chemistry,0,0,13.0,28.0,0,0,1,0,0,1,3.659649097,0,1
5233,Sanjana Joshi,18.0,1,BE - Chemical,0,1,12.0,15.0,0,4,0,1,0,0,3.439536898,1,0
5234,Pooja Gupta,16.0,0,BSc Horticulture,0,3,15.0,14.0,0,4,1,0,0,0,3.59328932,0,0
5235,Riya Gupta,16.0,0,BSc Environmental Science,0,4,14.0,23.0,0,0,1,0,1,0,2.080315587,3,1
5236,Aaradhya Malode,16.0,1,B.Tech - Electrical,2,4,2.0,8.0,1,4,1,1,1,0,3.875422765,0,1
5237,Rohan Joshi,16.0,1,BSc Forestry,1,2,5.0,16.0,0,2,1,1,1,1,2.348170291,3,1
5238,Arjun Malode,17.0,0,BE - Information Technology,1,2,8.0,20.0,0,3,0,0,0,0,3.4969873,1,0
5239,Anita Reddy,18.0,0,BSc Environmental Science,2,3,2.0,11.0,1,0,1,0,0,0,2.61701252,2,1
5240,Rahul Joshi,15.0,1,BCA (Hons),0,2,12.0,22.0,0,4,1,0,1,0,2.479977045,3,1
5241,Amit Pawar,18.0,0,BA - Political Science,0,2,12.0,7.0,0,3,0,1,1,1,3.345801422,1,0
5242,Kavya Sharma,17.0,0,BSc - Information Technology,0,4,6.0,13.0,0,4,1,1,0,0,3.679120674,0,0
5243,Priya Khan,16.0,1,B.Tech - Electrical,0,3,4.0,26.0,0,3,1,0,1,0,3.306677309,1,1
5244,Amit Gupta,17.0,1,BArch,3,4,7.0,17.0,0,2,1,0,1,1,3.361088203,1,0
5245,Pooja Malode,18.0,0,BE - Civil,2,1,7.0,11.0,0,1,0,0,0,0,3.542121565,0,0
5246,Aditya Malode,15.0,1,B.Tech - Civil,0,2,6.0,26.0,0,1,1,1,0,0,2.141828246,3,1
5247,Arjun Gupta,17.0,1,BHM - Hotel Management,0,3,18.0,13.0,1,2,1,0,0,1,4.0,0,0
5248,Manish Sharma,15.0,0,BSW,0,1,6.0,19.0,0,4,0,0,1,0,2.583820994,2,0
5249,Rohan Deshmukh,17.0,1,BSc Nursing,0,3,3.0,22.0,1,1,1,1,0,0,2.08019816,3,1
5250,Aaradhya Deshmukh,15.0,0,BE - Civil,0,1,9.0,4.0,0,4,1,1,0,0,3.279623487,1,0
5251,Ishan Yadav,15.0,0,BCom,1,3,12.0,0.0,1,4,1,1,1,0,4.0,0,0
5252,Rohan Khan,16.0,1,BPharm - Pharmaceutical Sciences,2,3,3.0,12.0,1,2,1,1,1,0,2.269907242,3,1
5253,Sneha Yadav,15.0,0,BCom (Hons),2,1,18.0,13.0,0,2,1,1,0,0,4.0,0,0
5254,Sanjana Malode,16.0,0,BSc - Chemistry,0,2,9.0,1.0,1,4,0,1,0,0,3.130573006,1,0
5255,Kunal Patil,18.0,0,BE - Mechanical,0,3,6.0,15.0,0,1,1,0,0,0,3.546582889,0,0
5256,Sanjana Gupta,18.0,0,BCom,1,3,4.0,4.0,1,2,0,1,1,0,2.934048098,2,1
5257,Sahil Deshmukh,16.0,1,BSW,2,2,2.0,21.0,1,0,0,0,1,1,3.023246297,1,1
5258,Rohan Malode,16.0,1,BE - Aerospace,2,4,1.0,0.0,0,4,1,0,1,1,2.598001198,2,1
5259,Aaradhya Deshmukh,17.0,1,BSc - Chemistry,3,2,10.0,11.0,0,3,0,1,0,0,3.139190827,1,0
5260,Vikas Pawar,17.0,0,BE - Aerospace,1,2,9.0,18.0,0,2,0,1,0,0,3.039248966,1,0
5261,Aaradhya Khan,17.0,0,B.Tech - Civil,1,0,12.0,21.0,0,2,0,0,1,1,2.211350135,3,1
5262,Amit Yadav,18.0,0,BSc Environmental Science,0,4,6.0,21.0,0,2,1,0,1,0,2.281696692,3,1
5263,Kunal Joshi,17.0,0,BE - Electronics & Communication,1,1,9.0,22.0,0,0,1,0,0,0,2.177596259,3,1
5264,Amit Pawar,15.0,0,BSW,0,2,3.0,9.0,0,4,1,0,1,0,3.292803424,1,1
